"","dockerfile_loc","from","label","env","run","volume","copy","entrypoint","cmd","workdir","user","expose","maintainer","arg","stopsignal","add","shell","total_instructions","from_cmds","label_cmds","env_cmds","run_cmds","volume_cmds","copy_cmds","entrypoint_cmds","cmd_cmds","workdir_cmds","user_cmds","expose_cmds","maintainer_cmds","arg_cmds","stopsignal_cmds","add_cmds","shell_cmds","total_cmds","cpp","java","ansic","pascal","javascript","python","cs","ruby","php","earlang","perl","sh","xml","yacc","ml","lisp","lex","asm","f90","awk","obj","tcl","sed","total_loc","apt.get","cURL","wget","yum","gitclone","npm","resource1","resource2","resource3","resource4","tot_kbs","tot_cmd_network","bitrate","average_time"
"total_instructions",0.540543159089451,-0.0135663033419592,0.195196938157498,0.726030491813973,0.748423207784507,0.510048186243472,0.567764465835604,0.443846451827304,0.193406494093563,0.163609452309631,0.29895500213974,0.601308737246123,-0.0113301785022849,0.590736759468481,0.0308288575132039,-0.192238544620552,-0.0272950249663615,1,-0.0557988322533355,-0.000824895095749022,0.32189210482768,0.097210579221916,0.0626627575040754,0.269981868801893,0.209936239332392,-0.0128445805728731,-0.125292627209137,0.155526046092733,0.188547078956038,-0.0538401434016783,0.437018551494843,-0.00577715182420898,-0.105595904667843,NA,0.179717031120367,-0.0490331937816171,0.305210558340042,-0.00753009261243851,-0.0932551637735799,-0.00130407040685207,-0.012740129767403,-0.15294362736449,0.030884364680967,0.0268348907804922,-0.0679922257562905,-0.0122293566904771,0.157163158731832,0.0642038668822834,-0.0470243800648904,-0.100961647911783,-0.0761867808158758,-0.144746344518584,-0.00286588468925314,-0.0272950249663615,-0.0529981160597334,0.0509330262268975,0.0510824917547843,-0.0752583482556719,-0.00303874120087482,0.277295549505015,0.248953962844529,0.396788169294219,0.129306734436601,-0.13172070324605,-0.00771980504099113,0.11995338177619,0.251495016852524,0.379283786623622,0.324762912700189,0.357261152864416,0.505336762650773,NA,0.360935437012512
"from_cmds",-0.0399112033237821,0.252330373718131,0.113040217085257,-0.0963740814740489,-0.134115562568291,0.0865253941187898,0.0387681720336112,-0.118739829549883,-0.0641984288221239,-0.0793178573787071,-0.0891012248116748,0.126165163293427,0.145377821761382,0.0226656566801471,-0.0415990149469889,-0.0415990149469889,-0.0292040830162285,-0.0557988322533355,1,-0.111544301197747,0.0762557730327933,-0.214140653174601,-0.14604522527843,0.344151568785546,-0.0517682335383022,-0.16247370613309,0.026938140241825,0.0528012021163944,-0.10919997411658,0.171492767588439,0.147883889075136,-0.0597014925373134,-0.0292040830162285,NA,-0.180881326819393,-0.0583269614670934,-0.0492791279151403,-0.0317599186141034,-0.0467922993132867,-0.0540017090760745,-0.037089939497789,-0.0388297436833724,-0.0347024969289198,-0.039989681254108,-0.0295181006201968,-0.0563473090290313,-0.0729551331909055,-0.0576553999710606,-0.0494257408184559,-0.039569890125086,-0.0358151717051525,-0.0292040830162285,-0.055320299361374,-0.0292040830162285,-0.0365877737392388,-0.0292849645260195,-0.0292747225119447,-0.0407748535622073,-0.0745173125562182,-0.0172877265714269,-0.15709477664547,0.0305224961366729,-0.0292040830162285,0.462159537265563,-0.0292040830162285,-0.0851283324782712,-0.0516890871443328,-0.0578490600606113,-0.0277661213035545,-0.111193620036745,0.0294559774490955,NA,-0.0751575084193683
"label_cmds",0.0235855176750897,0.206690342183731,0.135467062014317,-0.037447189794527,-0.00916565193782888,-0.144417334139763,0.116068675615663,0.128179759914446,0.0482746550302052,-0.0687847890935582,-0.0482773997127169,-0.0397721652947565,-0.0292809276253965,-0.0467393861732329,-0.0317365766922193,0.106220379133142,-0.0545639462887837,-0.000824895095749022,-0.111544301197747,1,0.0418612457661099,0.0673294067920786,-0.050182268689455,0.107338375324132,-0.0288972085047164,0.140345323603605,-0.108489829952441,0.159558928966551,0.369670206256195,-0.095914011389786,-0.132982465079415,-0.0455472563224133,-0.0545639462887837,NA,0.150851880470994,0.0727009584235982,-0.0919372897149546,0.0834731321824159,-0.0850299732606157,0.0944053023547652,0.0505515839160979,-0.0663301987528642,-0.0647360832271516,0.0413204065969319,0.0094246289873009,0.0775729985966767,-0.0239641700709942,-0.0372360537205223,-0.0923454253229916,-0.0739310786864451,0.0148005709786657,-0.0545639462887837,0.0875252382159113,-0.0545639462887837,-0.0683593907065882,0.0744241716562773,-0.0546959267946597,0.00871536433861609,0.0807402240078471,0.108189842875996,-0.0420023937961593,0.0963918526920991,-0.0545639462887837,-0.073937437833852,-0.0545639462887837,0.219656434029744,0.106300759827771,-0.0660015906514872,-0.0547264390753611,0.168412438469268,0.0781898664690396,NA,-0.00730625880197705
"env_cmds",0.200661699033562,0.0905746123225681,0.21636501712982,0.22531149924312,0.165516952728367,0.051479773207867,0.286594347711505,0.207040843075747,-0.0640714022740165,0.0706651959648234,0.100774782240459,0.125915525950604,-0.194737459179826,0.258375297322062,-0.00771296580821684,-0.0685596960730386,-0.0481315016289667,0.32189210482768,0.0762557730327933,0.0418612457661099,1,0.261568206305977,0.127611650687872,0.0436743364754658,0.200738230937178,0.01817817533682,0.228274481205738,0.194475514910751,0.262832471486238,0.0465522585242742,0.253065805030329,-0.0110693864079861,-0.133564917020383,NA,0.404856420555751,0.0586481316051317,-0.0230406717006644,0.0172098398742395,-0.0860342775138132,0.0939178437351806,0.142208072087104,-0.0853163007030889,-0.157647482710548,0.00202399084736169,-0.00611039438273494,0.0668545559441675,0.016652620952944,0.0134737830236142,-0.182035264745999,-0.106183177919199,-0.00334661021396869,-0.0908482093246747,0.0857456653927077,-0.0481315016289667,-0.101330177153497,-0.00554658657129603,-0.00573385800318296,-0.0145086493044711,0.0595427062448169,0.14373084938744,0.184807643603271,0.0540248185084303,-0.133564917020383,0.364772224504581,0.165452036849573,0.230548192602618,0.245069912318051,0.167259419223918,0.0384192523200434,0.31587900474601,0.291738402273872,NA,0.120581676926037
"run_cmds",0.300874888338834,-0.0178661141511959,0.180072404746405,0.0570980226250542,0.0467123093965529,0.153423789664032,-0.0293985419784827,0.148454052805226,0.174224208991413,-0.0768473006136386,0.146683464988764,0.0123255121801883,-0.133403333765672,0.032703185408755,0.166337825878062,0.159246870827121,0.0645052018514158,0.097210579221916,-0.214140653174601,0.0673294067920786,0.261568206305977,1,0.14230795075633,-0.186184563653424,0.0313296009720518,0.098127265007601,-0.085010619624027,0.147909849194485,0.171164399735114,-0.193075654059246,-0.0955966807275721,0.238722394820815,-0.16448826472111,NA,0.971949481881529,0.0400743265503116,-0.106061164218761,0.0181198471722397,-0.0803857388059859,0.040038194213022,0.0659418999214628,0.0866640906533299,-0.17007229812948,0.085266129427898,0.0988052568712522,0.000762685164123837,-0.078158760515773,0.126742919930125,-0.190682181774534,0.0296230707203725,0.103119298432532,0.00974589462755087,0.0445607682612334,0.0645052018514158,-0.0721939307117419,0.039792377378875,0.0492153252866403,0.0807501335637051,0.0402415185686001,0.265331860214011,0.0778184147547962,0.128990503314017,-0.149553908205511,-0.0590685597853863,-0.139597670528444,0.0748825519936667,-0.0492071560968462,0.145420459877897,-0.0948980365996036,0.120291914921894,0.249814464068897,NA,-0.00103595142717235
"volume_cmds",0.0409521789705066,0.181824428899625,-0.113268535784019,-0.0402912820997064,0.0249623375594321,0.108021319506051,-0.0107026005336171,0.0702581756425717,-0.142805457627319,0.155528501884046,-0.111237076372615,0.0194455542890979,-0.107498323676571,0.239458883513511,-0.101761903280671,0.0228087024594606,-0.071440707792847,0.0626627575040754,-0.14604522527843,-0.050182268689455,0.127611650687872,0.14230795075633,1,0.215289897583371,0.114508312877358,-0.0889170495475223,0.155528501884046,-0.159568573385538,0.399830466412063,0.318820413500246,0.164233341484089,-0.14604522527843,-0.071440707792847,NA,0.205248245058451,-0.14519769768492,-0.0368896222190294,-0.161628909634262,-0.114466014232953,-0.129604443417784,-0.166905971686567,-0.0392031557801168,-0.0843843623561894,0.0903525030093125,-0.0722088757190389,-0.140680374799769,-0.0683300156935258,-0.0602064861640253,0.00823442626203641,-0.0621764276513315,-0.0872890046139002,-0.071440707792847,-0.134395065477857,-0.071440707792847,0.078495262182756,-0.0716385647946784,0.10329851756794,-0.0618110015178036,-0.18251668005661,0.0332646366474675,0.102356621348141,-0.0776696858114597,-0.071440707792847,0.0047687915008047,-0.071440707792847,0.20050819947508,-0.123339517700211,-0.0937830793073597,-0.0716521758790774,0.0998909724143183,0.0210925197407995,NA,-0.0539826192221629
"copy_cmds",0.084413340815344,0.18381797758971,-0.0347533181208699,0.151995521336949,0.0671400790241073,0.0111726493671886,0.323502434877738,0.171735128274494,-0.135968051006934,-0.125885146716239,-0.0115052552276292,0.185610053760353,-0.0176879106841527,0.415222319665021,-0.0326126823264744,-0.0326126823264744,-0.118517040574865,0.269981868801893,0.344151568785546,0.107338375324132,0.0436743364754658,-0.186184563653424,0.215289897583371,1,0.505589778031383,0.0413011573298814,0.0309191588425849,0.214279702264677,0.406461938996972,0.0793962784138087,0.46777365907368,-0.0468046133548342,-0.118517040574865,NA,-0.03884965868927,-0.182744839314483,-0.0859089626380866,-0.0591597353515444,-0.00869460382966003,-0.162349144034293,-0.186226856060231,-0.0947436667798912,0.101092178906155,0.0699733300148698,-0.119791397899834,-0.154011903121983,0.144988880310068,-0.149381499275404,0.0113567112176328,-0.0301760667315179,-0.139951588304304,-0.118517040574865,-0.162671114519779,-0.118517040574865,-0.0566368058595065,0.072404884877859,-0.0227224141893095,-0.1382539964334,-0.191567993761085,0.174618456566247,0.0630782566191991,0.0572417859513903,-0.0228953373837807,0.13556951861787,-0.0228953373837807,0.11548704198429,-0.140269896109636,-0.0706006087646643,-0.118023741118747,0.0373494046855688,0.209555993309472,NA,-0.0319797210610387
"entrypoint_cmds",0.121021883758741,-0.16152480828555,0.058965532641694,0.111670211192747,0.128173706770732,0.098703132634075,0.208807609763991,0.371832808111668,-0.0610892812498594,-0.119964867505683,0.125907251546662,0.120054949720366,-0.177218698494607,0.17470041679384,0.0587827793623955,-0.0360712509723791,-0.0919145030018058,0.209936239332392,-0.0517682335383022,-0.0288972085047164,0.200738230937178,0.0313296009720518,0.114508312877358,0.505589778031383,1,0.000678753921248294,0.0165336195600781,0.365099302608695,0.381118168920331,-0.150324324702965,0.256807218863811,0.0843630472476036,-0.0919145030018058,NA,0.144630870817672,0.0423370546473341,-0.0917432890487066,0.232883230122589,-0.0270680213649432,0.0612404513013748,0.0401422350719784,-0.0720371006464847,-0.108783752826849,0.0426124261376039,-0.0929028159026604,0.0498458435436688,0.199807795959012,-0.123597259523108,-0.0572231652357509,-0.0981763501260885,-0.0910849408265115,-0.0919145030018058,0.0673264377417085,-0.0919145030018058,0.0127687011744095,0.307391767530959,0.0410495742299323,-0.0723659836863249,0.0643797840169949,0.275861164700928,0.123171831199709,0.00326748186567096,-0.0919145030018058,0.00435742372117394,0.307632214128493,-0.0984015737024333,-0.00762266969917721,-0.0726552064955351,-0.0917921771558746,-0.126998404442027,0.256889600905734,NA,-0.189381587499812
"cmd_cmds",0.0400251986694504,-0.0052990538551303,-0.0851879448942154,0.152100060448468,0.0371140305679599,-0.0961802726681616,-0.0838425892002774,0.0904662428029187,0.180130468379103,-0.1194687776966,-0.0185312329165275,-0.158251961497358,-0.20202701156241,-0.135335065665232,0.344228984804091,-0.04786071446474,-0.125353969579354,-0.0128445805728731,-0.16247370613309,0.140345323603605,0.01817817533682,0.098127265007601,-0.0889170495475223,0.0413011573298814,0.000678753921248294,1,0.23787796534711,0.277129732683845,0.275196446510005,0.218436128868815,-0.170803247634492,0.494025740599802,-0.0336000330831258,NA,0.167367321813477,0.0346195795605169,0.100212935514706,-0.046795020113752,-0.100326774012783,0.0536251090873381,0.00731550680684757,-0.0411401340537178,0.643896723594142,-0.00900739662440159,-0.0339613182457572,0.0160170334642047,-0.180587019219849,-0.036534737067108,0.354242862971144,-0.0455261552488986,-0.0313253875132602,-0.0336000330831258,0.0329083346574076,-0.125353969579354,-0.0689173246610723,-0.0339439633301661,-0.0321478267146276,-0.0344749037315846,0.0574769490950416,-0.00521026106314045,0.108588724522606,-0.140692710679115,-0.0336000330831258,-0.0455300711600045,-0.0336000330831258,0.0101479265221036,-0.0659652882717004,-0.131370147381332,-0.125458074996568,-0.077244239501766,-0.0401464305522615,NA,-0.174377686693748
"workdir_cmds",-0.0914948082769326,-0.0377372369336344,-0.0144257446521154,0.00384996195224602,-0.18311131637218,-0.149919191504473,-0.135418514801898,0.0352003843074701,-0.0810605338141732,0.445978391356543,0.0402037066023959,-0.0624718452079239,-0.230750761104087,-0.162622851249104,0.0187700516509431,-0.129304800262052,0.117131437384398,-0.125292627209137,0.026938140241825,-0.108489829952441,0.228274481205738,-0.085010619624027,0.155528501884046,0.0309191588425849,0.0165336195600781,0.23787796534711,1,0.0497209745560391,0.160881078780746,0.173978363668513,-0.0932368092615307,0.026938140241825,-0.0907768639729087,NA,-0.0202354952800848,-0.066160442350998,0.0215216434255923,0.014750361716979,0.16623132906415,-0.0260609986291911,-0.1006597781568,-0.11669247255846,0.135642473655053,-0.0608530477624602,-0.0917529443827846,0.0424477240116103,0.154354890400975,-0.0796282734614944,0.201533254407544,-0.122997545627843,-0.099960587304224,-0.0907768639729087,-0.0278575772463266,0.117131437384398,0.146745868596207,-0.0904598091616959,0.117414757551128,-0.0675592233262379,-0.0305726983824587,-0.143547234164145,-0.0640937469934188,-0.104311458193775,-0.0907768639729086,0.118473263445926,0.117131437384398,0.116024784940335,-0.171624168576874,-0.180016608488696,-0.0904369109310901,-0.0292670826364552,-0.164742083237069,NA,0.0108113643743798
"user_cmds",0.0634575673700245,0.0920950592844731,-0.0158063310839203,0.107248975295379,-0.0055983246731586,0.00851754304404821,0.287092199187329,0.231868746094979,-0.118494016934639,-0.146400647303893,0.322064096859423,0.0967891280017899,-0.137019874080697,0.129843610594243,0.150363243686726,-0.0767812308187538,-0.0539033302056925,0.155526046092733,0.0528012021163944,0.159558928966551,0.194475514910751,0.147909849194485,-0.159568573385538,0.214279702264677,0.365099302608695,0.277129732683845,0.0497209745560391,1,0.31796537250008,0.0227572136283874,0.133532505714887,0.215796217345264,-0.0539033302056925,NA,0.241775036951228,-0.106568643763915,-0.0913708718770553,0.12949725596446,-0.0863667165843247,-0.105391478380039,-0.0598774060492052,-0.0716698584374018,-0.0639920967114914,-0.0358647648761415,-0.0544829270582182,-0.1041598731409,0.142035922247069,-0.112245257740962,-0.0912273816821341,-0.0730359810451922,-0.0660400539906391,-0.0539033302056925,-0.0962290109649958,-0.0539033302056925,-0.0675317505521889,0.264886685549605,-0.0540337127984635,-0.0752600379348006,-0.0947230036286917,0.0905518823955607,0.0945693459853108,0.0285596209018017,-0.0539033302056925,-0.073042263201191,-0.0539033302056925,0.0639643452094008,0.0252687134350709,-0.0194688096350142,-0.0540647620407156,0.0388213874198027,0.0972587823772306,NA,-0.0672963883987948
"expose_cmds",0.266388711151048,0.192081338376119,-0.0883374798610281,0.179678044659988,0.0685514455325152,-0.0686957872132007,0.269397391158993,0.276244125230475,-0.114368040143934,-0.116215981437304,-0.0025817823631436,0.128627921207111,-0.231236273098599,0.171632318736402,0.0843756327019059,-0.129576864506498,-0.0909678633701463,0.188547078956038,-0.10919997411658,0.369670206256195,0.262832471486238,0.171164399735114,0.399830466412063,0.406461938996972,0.381118168920331,0.275196446510005,0.160881078780746,0.31796537250008,1,0.136407931845189,0.21440709516815,0.121093040604524,-0.0909678633701463,NA,0.328748525460627,-0.0144828258112017,-0.0279348616366358,0.0226348577489962,-0.14575343757038,-0.00212619071725122,-0.0481347634864322,-0.115164877599876,0.0678849299547422,-0.0878886446076376,-0.0919459975056279,-0.00532341656233412,0.0670092714568291,-0.17074624934871,0.278195544779218,-0.123256339069789,-0.0952773603191055,-0.0909678633701463,0.00709065103919055,-0.0909678633701463,0.318843506312656,0.058988255374872,0.0593781664605703,-0.00891849429147082,-0.0289831001367434,0.160025647502995,-0.0156963871822036,0.238976249942191,-0.0909678633701463,0.0802668452414848,0.0592348877759092,0.204667339000912,-0.102232949291787,-0.0980150019595451,-0.0907918903741805,0.103703405535178,0.236517529523369,NA,-0.179836273717205
"maintainer_cmds",-0.0937366911804285,0.215832068696011,-0.0370433893288318,-0.0532865592337228,-0.0941225817893058,-0.0686177835114061,-0.0578048733356464,-0.0511766315719159,-0.0342839651484387,0.078222830176541,-0.100370043899779,-0.0322843984253107,0.114286408034302,0.0658164148458236,-0.0468601297596278,-0.0468601297596278,-0.0328975847479884,-0.0538401434016783,0.171492767588439,-0.095914011389786,0.0465522585242742,-0.193075654059246,0.318820413500246,0.0793962784138087,-0.150324324702965,0.218436128868815,0.173978363668513,0.0227572136283874,0.136407931845189,1,-0.0206136524713842,-0.0672520657209566,0.434248118673447,NA,-0.144995652766004,-0.0666155291972186,0.11313104784103,-0.0443703888068403,-0.0527102197099182,-0.0638470844256816,-0.0481001006765382,-0.0437406229415445,0.421362573829131,-0.0450472602536781,-0.033251316818027,-0.0651784531385508,-0.0629593213738867,-0.0395522578517442,0.253606101727632,-0.0445743772586605,-0.0403447917121479,-0.0328975847479884,-0.0623167738399315,-0.0328975847479884,-0.0412151063485876,-0.0329886955122407,-0.0318618178190002,-0.0459317349530931,-0.0453342889650159,-0.146529757858563,-0.0469866965410329,-0.00630350239668089,-0.0328975847479884,0.0458518744831108,-0.0328975847479884,0.105346394789716,-0.0616509753356952,-0.0652488964751007,-0.0329961077419005,0.047044495213221,-0.123876990716142,NA,-0.0552308715793233
"arg_cmds",0.0588042996383704,0.0189012303287953,-0.0849726480424758,0.262528565883251,0.104455502127985,0.10534460963654,0.377541494683745,0.06550424617066,-0.19898007845826,-0.123533438357955,0.175614218467189,0.217616275085717,-0.0665867944529406,0.785711960312585,-0.054857453143113,-0.054857453143113,-0.0385120084620248,0.437018551494843,0.147883889075136,-0.132982465079415,0.253065805030329,-0.0955966807275721,0.164233341484089,0.46777365907368,0.256807218863811,-0.170803247634492,-0.0932368092615307,0.133532505714887,0.21440709516815,-0.0206136524713842,1,-0.0787295524572666,-0.0385120084620248,NA,0.0259361722188933,-0.0778543626726775,-0.0654243744206792,-0.0873896817884926,-0.0617059411216406,-0.0746817192878492,-0.088829648985127,-0.0512055597322232,-0.0455962872342951,-0.0527351926097482,-0.038926109757879,-0.0750258403059206,0.276694623807571,-0.084598589252677,0.0439517339731946,0.16240622213229,-0.0471617080404173,-0.0385120084620248,-0.0676488836223336,-0.0385120084620248,0.0937161322353087,-0.0386186685269124,-0.0386051621780742,-0.0217142420741665,-0.107659306124372,0.193572042316805,0.210928887877715,-0.0627329579779119,-0.0385120084620248,0.29115407671507,-0.0385120084620248,-0.0767938569571709,-0.0575306543220668,0.166401214093957,-0.0377574620067729,0.00780163922099075,0.265773558418195,NA,0.132601795106892
"stopsignal_cmds",0.100181604747561,-0.0513214319426707,-0.00856365280948918,0.0126706959706917,-0.049848262193524,-0.0363406655298917,-0.0112780136825051,0.125623297929586,0.104619661784202,0.026938140241825,0.069053449229048,0.0155759460856082,-0.0742354834526207,-0.0846184516058827,0.696783500362065,-0.0415990149469889,-0.0292040830162285,-0.00577715182420898,-0.0597014925373134,-0.0455472563224133,-0.0110693864079861,0.238722394820815,-0.14604522527843,-0.0468046133548342,0.0843630472476036,0.494025740599802,0.026938140241825,0.215796217345264,0.121093040604524,-0.0672520657209566,-0.0787295524572666,1,-0.0292040830162285,NA,0.252229522995405,0.232019874984888,-0.049615658791568,0.111520270320613,-0.0467922993132867,0.245043537745281,0.1762323739375,-0.0288456004769351,-0.0347024969289198,-0.00589816082393503,-0.0295181006201968,0.238608289625608,-0.0351672135633635,-0.0623729809762347,-0.0494257408184559,-0.039569890125086,-0.00801045762386271,-0.0292040830162285,0.247643711155968,-0.0292040830162285,-0.0365877737392388,-0.0292849645260195,-0.0292747225119447,-0.00564118119671315,0.226055880101772,-0.0504614721544351,0.227516573072749,-0.104921080469813,-0.0292040830162285,-0.0395732937108127,-0.0292040830162285,-0.126124247569852,-0.0452052189596961,-0.0579232245763164,-0.0292915445644016,-0.145627598150905,0.00621848412814239,NA,-0.197070440429514
"add_cmds",-0.0787074125259974,-0.0251048222626717,-0.0636738375794442,-0.0871490980307708,-0.106825993583404,-0.0778788975158534,-0.10344089627539,-0.117851130197758,0.0511766315719159,-0.0907768639729087,-0.0435855027346504,-0.100574238303683,0.393397896234722,0.0285806543246301,-0.020348923188912,-0.020348923188912,-0.0142857142857143,-0.105595904667843,-0.0292040830162285,-0.0545639462887837,-0.133564917020383,-0.16448826472111,-0.071440707792847,-0.118517040574865,-0.0919145030018058,-0.0336000330831258,-0.0907768639729087,-0.0539033302056925,-0.0909678633701463,0.434248118673447,-0.0385120084620248,-0.0292040830162285,1,NA,-0.185634595458678,-0.0290386657641718,-0.0242704119557514,-0.0366631005412223,-0.022889313743896,-0.0281234543273439,-0.0338638445458634,-0.0189942832219703,-0.0169753645698083,-0.0195616880165529,-0.014439321771643,-0.0283237392467052,-0.0265345605413316,-0.0314912016333281,-0.024177510086513,-0.0193563394656138,-0.0175196498992723,-0.0142857142857143,-0.027060941801789,-0.0142857142857143,-0.0178975823928002,-0.0143252789636817,-0.0143202688941411,-0.0199457694907881,-0.0421440625942726,-0.0895943480548299,-0.0768457990510503,0.014930640309885,-0.0142857142857143,-0.0193580043921658,-0.0142857142857143,-0.0447740257197296,-0.0282875350096406,-0.028334210539831,-0.0143284977104667,-0.0575939672720404,-0.0992615389957022,NA,-0.0407417603607762
"shell_cmds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"total_cmds",0.328355460969908,0.027581168711564,0.187479059666883,0.115936408015489,0.0732180856390489,0.142158626571955,0.0634689281723572,0.215554998019572,0.137426244699732,-0.0854973330972186,0.160735956009457,0.046567118231505,-0.184251924666877,0.135271424433082,0.175749369927392,0.132399111123816,0.0297411021498629,0.179717031120367,-0.180881326819393,0.150851880470994,0.404856420555751,0.971949481881529,0.205248245058451,-0.03884965868927,0.144630870817672,0.167367321813477,-0.0202354952800848,0.241775036951228,0.328748525460627,-0.144995652766004,0.0259361722188933,0.252229522995405,-0.185634595458678,NA,1,0.0321402172817088,-0.117995614511784,0.021066173461175,-0.108218769657724,0.0422915910076227,0.0598155345992895,0.0453773100635435,-0.145347769777153,0.081363087670227,0.0710140675681898,0.000302694703596134,-0.0468937697056454,0.0870976939061902,-0.172957199960092,0.00329954964108436,0.0736438801853446,-0.0264438624436696,0.0450221244699631,0.0297411021498629,-0.0706711523813692,0.05323469978577,0.043490821485963,0.0570106791166522,0.0320764891601162,0.304879951798094,0.118730787555962,0.128769008612877,-0.17627043469309,0.0103911952603225,-0.110721309333968,0.123715792823713,-0.0374643765298742,0.136411104740945,-0.115302917794217,0.157593681906512,0.310964330289773,NA,-0.00800414412404012
"cpp",0.0580282893883705,-0.0510307379928263,-0.120454475904824,-0.0258279828156182,-0.0294040502140236,-0.0230089299770228,-0.0975682530058005,0.0313591456096408,0.10178275167458,0.167159248481174,0.0879363882829044,0.0407740284023017,-0.0738150001362636,-0.0841391572643977,-0.0413633905400534,-0.0413633905400534,-0.0290260524078259,-0.0490331937816171,-0.0583269614670934,0.0727009584235982,0.0586481316051317,0.0400743265503116,-0.14519769768492,-0.182744839314483,0.0423370546473341,0.0346195795605169,-0.066160442350998,-0.106568643763915,-0.0144828258112017,-0.0666155291972186,-0.0778543626726775,0.232019874984888,-0.0290386657641718,NA,0.0321402172817088,1,-0.0403668853634518,0.548359556278304,0.00327745507623692,0.941492303254327,0.759741094593657,0.293485647192085,-0.0297070752070857,-0.0341315607240655,-0.0112193229984977,0.595879909980513,0.0897920690623956,-0.0433667642156772,-0.00540323401443785,0.0200207331651348,0.0938438877552106,0.284906156587048,0.944829059970255,-0.0290260524078259,-0.0363768466895082,-0.0206762165965016,-0.0289911768057888,0.0917626581663126,0.911178051700495,0.0461398976520283,0.355233132618957,-0.146809035333142,-0.0290386657641718,-0.0379235696635748,0.541103152554248,-0.0417817732962541,0.305789941479996,-0.0466397468108985,-0.0291212977284603,-0.0161683245426847,0.140027073795815,NA,-0.0156878614319611
